Data,H,|I|,Out-Acc,In-Acc,Overfit,ObjVal,Num-Branch,Sol-Num,Priority-type,Sol-Time,Model,# CB,User Cuts,Cuts/CB,CB-Time,INT-CB-time,FRAC-CB-TIME,CB-Eps,Time Limit,Rand. State
chess,5,2397,0.553191489,0.57780559,-0.024614101,454,5,3,equal,3603.175467,MCF,0,0,0,0,0,0,0,3600,15
chess,5,2397,0.508135169,0.526908636,-0.018773467,454,1,4,equal,3603.175467,MCF,0,0,0,0,0,0,0,3600,15
chess,5,2397,0.508135169,0.526908636,-0.018773467,454,0,5,equal,3603.175467,MCF,0,0,0,0,0,0,0,3600,15
chess,5,2397,0.508135169,0.526908636,-0.018773467,2397,0,1,branching,50.1299088,MCF,0,0,0,0,0,0,0,3600,15
chess,5,2397,0.508135169,0.526908636,-0.018773467,2397,0,2,branching,50.1299088,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,6,1,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,2,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.870967742,0.935483871,-0.064516129,0,10,3,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.838709677,0.913978495,-0.075268817,0,6,4,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.806451613,0.709677419,0.096774194,0,1,5,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.580645161,0.655913978,-0.075268817,0,2,6,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.741935484,0.634408602,0.107526882,0,6,7,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.677419355,0.580645161,0.096774194,0,8,8,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.677419355,0.580645161,0.096774194,0,8,9,data,60.79281521,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,6,1,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,2,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.967741935,1,-0.032258065,0,14,3,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.935483871,1,-0.064516129,0,15,4,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.935483871,1,-0.064516129,0,16,5,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.903225806,1,-0.096774194,0,18,6,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.903225806,1,-0.096774194,0,20,7,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.935483871,0.956989247,-0.021505376,0,16,8,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.903225806,0.860215054,0.043010753,0,6,9,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.774193548,0.817204301,-0.043010753,0,21,10,data,52.60309505,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,6,1,equal,29.79332304,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,2,equal,29.79332304,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.870967742,0.860215054,0.010752688,0,6,3,equal,29.79332304,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.677419355,0.774193548,-0.096774194,0,5,4,equal,29.79332304,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.580645161,0.655913978,-0.075268817,0,1,5,equal,29.79332304,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.419354839,0.548387097,-0.129032258,0,1,6,equal,29.79332304,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.387096774,0.430107527,-0.043010753,0,2,7,equal,29.79332304,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.387096774,0.430107527,-0.043010753,0,2,8,equal,29.79332304,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.516129032,0.494623656,0.021505376,93,0,1,branching,1.171016932,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.677419355,0.580645161,0.096774194,93,8,2,branching,1.171016932,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,6,1,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,2,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,8,3,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,9,4,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,10,5,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.935483871,1,-0.064516129,0,11,6,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.935483871,1,-0.064516129,0,12,7,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.870967742,0.978494624,-0.107526882,0,8,8,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.774193548,0.924731183,-0.150537634,0,7,9,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.838709677,0.913978495,-0.075268817,0,5,10,data,84.69778585,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,6,1,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,2,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,8,3,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.870967742,0.924731183,-0.053763441,0,6,4,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.806451613,0.860215054,-0.053763441,0,6,5,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.741935484,0.817204301,-0.075268817,0,7,6,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.806451613,0.709677419,0.096774194,0,1,7,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.580645161,0.52688172,0.053763441,0,1,8,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.387096774,0.430107527,-0.043010753,0,2,9,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.387096774,0.430107527,-0.043010753,0,2,10,equal,35.24992704,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.516129032,0.494623656,0.021505376,93,0,1,branching,0.297541142,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,0.677419355,0.580645161,0.096774194,93,8,2,branching,0.297541142,CUT_w,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,6,1,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,2,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,8,3,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,10,4,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.870967742,0.989247312,-0.11827957,0,10,5,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.967741935,0.946236559,0.021505376,0,7,6,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.903225806,0.913978495,-0.010752688,0,6,7,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.806451613,0.795698925,0.010752688,0,3,8,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.774193548,0.741935484,0.032258065,0,2,9,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.806451613,0.709677419,0.096774194,0,1,10,equal,104.398911,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.516129032,0.494623656,0.021505376,93,0,1,branching,0.257133007,CUT,0,0,0,0,0,0,0,3600,15
m1,5,93,0.677419355,0.580645161,0.096774194,93,8,2,branching,0.257133007,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.626865672,0.885,-0.258134328,23,30,1,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.582089552,0.88,-0.297910448,23,30,2,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.52238806,0.875,-0.35261194,23,30,3,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.582089552,0.87,-0.287910448,23,28,4,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.86,-0.292835821,23,28,5,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.626865672,0.855,-0.228134328,23,28,6,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.626865672,0.85,-0.223134328,23,25,7,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.845,-0.233059701,23,25,8,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.686567164,0.83,-0.143432836,23,22,9,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.656716418,0.815,-0.158283582,23,23,10,data,3600.191583,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.582089552,0.905,-0.322910448,19,31,1,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.552238806,0.9,-0.347761194,19,29,2,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.537313433,0.895,-0.357686567,19,29,3,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.552238806,0.89,-0.337761194,19,28,4,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.552238806,0.88,-0.327761194,19,28,5,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.552238806,0.88,-0.327761194,19,30,6,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.552238806,0.87,-0.317761194,19,29,7,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.582089552,0.865,-0.282910448,19,27,8,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.86,-0.292835821,19,27,9,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.85,-0.282835821,19,26,10,data,3600.347546,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.840909091,0.996197719,-0.155288628,1,23,1,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.875,0.992395437,-0.117395437,1,21,2,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.875,0.984790875,-0.109790875,1,16,3,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.886363636,0.980988593,-0.094624957,1,7,4,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.840909091,0.977186312,-0.136277221,1,8,5,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.886363636,0.97338403,-0.087020394,1,8,6,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.875,0.965779468,-0.090779468,1,8,7,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.886363636,0.954372624,-0.068008987,1,8,8,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.897727273,0.954372624,-0.056645351,1,7,9,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.863636364,0.927756654,-0.06412029,1,5,10,data,3600.737259,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.886363636,0.988593156,-0.10222952,3,18,1,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.886363636,0.977186312,-0.090822675,3,15,2,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.897727273,0.942965779,-0.045238507,3,8,3,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.840909091,0.893536122,-0.052627031,3,4,4,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.882129278,-0.02985655,3,4,5,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.870722433,-0.018449706,3,2,6,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.863636364,0.863117871,0.000518493,3,2,7,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.829545455,0.840304183,-0.010758728,3,1,8,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.681818182,0.802281369,-0.120463187,3,2,9,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.465909091,0.36121673,0.104692361,3,22,10,data,3600.901385,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.81,-0.198059701,38,8,1,equal,3600.050779,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.641791045,0.8,-0.158208955,38,7,2,equal,3600.050779,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.626865672,0.75,-0.123134328,38,2,3,equal,3600.050779,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.73,-0.118059701,38,2,4,equal,3600.050779,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.73,-0.118059701,38,2,5,equal,3600.050779,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.58,0.031940299,38,1,6,equal,3600.050779,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.641791045,0.7,-0.058208955,38,9,7,equal,3600.050779,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.388059701,0.42,-0.031940299,200,0,1,branching,2.561766148,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.58,0.031940299,200,0,2,branching,2.561766148,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.641791045,0.695,-0.053208955,200,8,3,branching,2.561766148,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.721925134,0.848214286,-0.126289152,85,31,1,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.732620321,0.846428571,-0.113808251,85,30,2,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.727272727,0.844642857,-0.11737013,85,30,3,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.743315508,0.842857143,-0.099541635,85,30,4,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.743315508,0.841071429,-0.097755921,85,30,5,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.743315508,0.841071429,-0.097755921,85,30,6,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.743315508,0.839285714,-0.095970206,85,28,7,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.743315508,0.839285714,-0.095970206,85,28,8,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.743315508,0.835714286,-0.092398778,85,27,9,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
blood,5,560,0.743315508,0.835714286,-0.092398778,85,27,10,data,3600.138612,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.597014925,0.84,-0.242985075,32,11,1,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.83,-0.218059701,32,10,2,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.82,-0.252835821,32,9,3,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.82,-0.252835821,32,10,4,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.582089552,0.82,-0.237910448,32,13,5,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.73,-0.118059701,32,1,6,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.701492537,0.75,-0.048507463,32,10,7,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.641791045,0.7,-0.058208955,32,9,8,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.641791045,0.7,-0.058208955,32,9,9,equal,3602.363717,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.611940299,0.58,0.031940299,200,0,1,branching,3.404953957,MCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.641791045,0.695,-0.053208955,200,8,2,branching,3.404953957,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.818181818,0.992395437,-0.174213619,2,17,1,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.984790875,-0.132518147,2,16,2,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.863636364,0.977186312,-0.113549948,2,16,3,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.829545455,0.965779468,-0.136234013,2,16,4,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.840909091,0.961977186,-0.121068095,2,16,5,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.875,0.950570342,-0.075570342,2,8,6,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.886363636,0.946768061,-0.060404424,2,7,7,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.840909091,0.874524715,-0.033615624,2,2,8,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.818181818,0.863117871,-0.044936053,2,2,9,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.590909091,0.486692015,0.104217076,2,22,10,data,3600.492751,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.52238806,0.9,-0.37761194,20,31,1,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.52238806,0.895,-0.37261194,20,29,2,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.537313433,0.89,-0.352686567,20,29,3,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.582089552,0.88,-0.297910448,20,29,4,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.875,-0.307835821,20,29,5,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.582089552,0.87,-0.287910448,20,29,6,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.835,-0.267835821,20,26,7,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.552238806,0.825,-0.272761194,20,21,8,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.626865672,0.815,-0.188134328,20,21,9,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
spect,5,200,0.537313433,0.8,-0.262686567,20,16,10,data,3600.274347,CUT_w,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.992395437,-0.14012271,2,14,1,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.988593156,-0.136320429,2,14,2,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.980988593,-0.128715866,2,13,3,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.886363636,0.977186312,-0.090822675,2,13,4,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.886363636,0.954372624,-0.068008987,2,11,5,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.885931559,-0.033658832,2,4,6,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.863636364,0.874524715,-0.010888351,2,2,7,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.863636364,0.874524715,-0.010888351,2,2,8,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.681818182,0.802281369,-0.120463187,2,2,9,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.352272727,0.326996198,0.02527653,2,11,10,equal,3600.567651,SCF,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.905,-0.337835821,19,31,1,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.9,-0.332835821,19,30,2,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.895,-0.327835821,19,29,3,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.89,-0.322835821,19,28,4,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.89,-0.322835821,19,27,5,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.582089552,0.88,-0.297910448,19,28,6,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.87,-0.302835821,19,27,7,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.552238806,0.865,-0.312761194,19,23,8,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.855,-0.287835821,19,21,9,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
spect,5,200,0.567164179,0.845,-0.277835821,19,21,10,data,3600.040479,CUT,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.969581749,-0.117309022,8,9,1,equal,3600.732877,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.852272727,0.958174905,-0.105902178,8,7,2,equal,3600.732877,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.863636364,0.874524715,-0.010888351,8,2,3,equal,3600.732877,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.681818182,0.802281369,-0.120463187,8,2,4,equal,3600.732877,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.352272727,0.326996198,0.02527653,8,11,5,equal,3600.732877,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.352272727,0.326996198,0.02527653,8,11,6,equal,3600.732877,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.375,0.353612167,0.021387833,263,0,1,branching,216.5592289,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.465909091,0.36121673,0.104692361,263,22,2,branching,216.5592289,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,6,1,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,2,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,13,3,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,14,4,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.903225806,1,-0.096774194,0,15,5,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.903225806,1,-0.096774194,0,16,6,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.838709677,1,-0.161290323,0,17,7,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.838709677,1,-0.161290323,0,18,8,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.838709677,1,-0.161290323,0,19,9,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.870967742,1,-0.129032258,0,21,10,data,90.67195988,SCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.375,0.353612167,0.021387833,263,0,1,branching,214.5165989,MCF,0,0,0,0,0,0,0,3600,15
ion,5,263,0.465909091,0.36121673,0.104692361,263,22,2,branching,214.5165989,MCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,6,1,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,2,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,7,3,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,9,4,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,10,5,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,1,1,0,0,12,6,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.870967742,0.989247312,-0.11827957,0,12,7,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.774193548,0.870967742,-0.096774194,0,9,8,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.806451613,0.709677419,0.096774194,0,1,9,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.806451613,0.709677419,0.096774194,0,1,10,equal,89.01018786,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.516129032,0.494623656,0.021505376,93,0,1,branching,0.445420027,SCF,0,0,0,0,0,0,0,3600,15
m1,5,93,0.677419355,0.580645161,0.096774194,93,8,2,branching,0.445420027,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.759358289,0.835714286,-0.076355997,92,18,1,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.759358289,0.832142857,-0.072784568,92,14,2,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.764705882,0.828571429,-0.063865546,92,13,3,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.759358289,0.825,-0.065641711,92,8,4,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.770053476,0.817857143,-0.047803667,92,7,5,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.764705882,0.816071429,-0.051365546,92,7,6,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.770053476,0.814285714,-0.044232238,92,6,7,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.737967914,0.785714286,-0.047746371,92,4,8,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.737967914,0.778571429,-0.040603514,92,5,9,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.743315508,0.773214286,-0.029898778,92,5,10,data,3600.113344,SCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.764705882,0.848214286,-0.083508403,85,30,1,data,3600.94922,MCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.759358289,0.846428571,-0.087070283,85,30,2,data,3600.94922,MCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.754010695,0.844642857,-0.090632162,85,29,3,data,3600.94922,MCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.754010695,0.842857143,-0.088846448,85,29,4,data,3600.94922,MCF,0,0,0,0,0,0,0,3600,15
blood,5,560,0.754010695,0.839285714,-0.085275019,85,28,5,data,3600.94922,MCF,0,0,0,0,0,0,0,3600,15
